# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr  2 11:43:16 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_facility like '%K2%')
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_facility,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
K2-209,b,K2-209 b,2.08061500,0.00013400,-0.00013000,0,,,,,,,,,86.231,2.669,-6.348,0,,,,,,0.077,0.009,-0.006,0,,,,,0,00h58m45.76s,14.690681,+01d23m01.7s,1.383812,76.67,0.30,-0.30,0,11.205,0.103,0,V (Johnson),10.745,,0,4720.00,50.00,-50.00,0,0.74,0.03,-0.02,0,0.71,0.02,-0.02,0,2457394.233100,0.002694,-0.002473,0,K2,4.46,0.10,-0.10,0,,,,
K2-21,b,K2-21 b,9.32503800,0.00037900,-0.00040300,0,0.076000,0.002000,-0.003000,0,0.100000,0.148654,-0.084698,0,88.980,0.500,-0.310,0,,,,0,,0.164,0.009,-0.009,0,,,,0,0,22h41m12.88s,340.303680,-14d29m20.4s,-14.488987,83.85,0.26,-0.26,0,12.850,0.020,0,V (Johnson),12.278,,0,4222.06,88.15,-84.41,0,0.68,0.07,-0.07,0,0.65,0.03,-0.03,0,2456989.422000,0.001000,-0.001000,0,K2,,,,0,,,,0
K2-21,c,K2-21 c,15.50192000,0.00091800,-0.00092800,0,0.107000,0.003000,-0.004000,0,0.210000,0.206770,-0.173719,0,88.850,0.400,-0.150,0,,,,0,,0.222,0.015,-0.017,0,,,,0,0,22h41m12.88s,340.303680,-14d29m20.4s,-14.488987,83.85,0.26,-0.26,0,12.850,0.020,0,V (Johnson),12.278,,0,4222.06,88.15,-84.41,0,0.68,0.07,-0.07,0,0.65,0.03,-0.03,0,2456988.471000,0.002000,-0.002000,0,K2,,,,0,,,,0
K2-210,b,K2-210 b,0.57023300,0.00002800,-0.00002800,0,,,,,,,,,84.105,4.220,-9.012,0,,,,,,0.073,0.009,-0.006,0,,,,,0,01h10m33.82s,17.640936,+01d34m41.8s,1.578266,177.39,1.84,-1.84,0,11.535,0.137,0,V (Johnson),11.585,,0,5396.00,50.00,-50.00,0,0.91,0.02,-0.03,0,0.85,0.04,-0.03,0,2457393.958030,0.002106,-0.002075,0,K2,4.55,0.10,-0.10,0,,,,
K2-211,b,K2-211 b,0.66955800,0.00003200,-0.00003200,0,,,,,,,,,81.569,6.224,-13.157,0,,,,,,0.123,0.015,-0.009,0,,,,,0,01h24m25.43s,21.105953,+01d42m17.8s,1.704954,274.39,4.15,-4.15,0,13.075,0.110,0,V (Johnson),12.933,,0,5221.00,50.00,-50.00,0,0.88,0.02,-0.03,0,0.82,0.03,-0.02,0,2457393.813640,0.002087,-0.002182,0,K2,4.60,0.10,-0.10,0,,,,
K2-212,b,K2-212 b,9.79551000,0.00031600,-0.00031900,0,0.078500,0.000600,-0.000600,0,,,,0,,,,0,,,,0,,0.225,0.011,-0.011,0,,,,0,0,01h13m41.62s,18.423407,+03d05m49.0s,3.096936,109.32,0.88,-0.88,0,13.100,0.010,0,V (Johnson),12.550,,0,4272.00,38.00,-38.00,0,0.67,0.02,-0.02,0,0.65,0.01,-0.01,0,2457399.640760,0.001160,-0.001170,0,K2,4.64,0.01,-0.01,0,,,,0
K2-213,b,K2-213 b,8.13087000,0.00177100,-0.00179900,0,,,,,,,,,87.862,1.568,-3.731,0,,,,,,0.135,0.027,-0.019,0,,,,,0,00h52m33.67s,13.140305,+03d30m27.7s,3.507705,394.05,6.92,-6.92,0,11.803,0.204,0,V (Johnson),12.041,,0,5794.00,50.00,-50.00,0,1.07,0.06,-0.04,0,1.20,0.17,-0.13,0,2457399.002560,0.006595,-0.007608,0,K2,4.25,0.10,-0.10,0,,,,
K2-214,b,K2-214 b,8.59680200,0.00100600,-0.00084700,0,0.083400,0.000900,-0.000900,0,,,,0,,,,0,,,,0,,0.217,0.012,-0.012,0,,,,0,0,00h59m30.26s,14.876077,+04d13m40.1s,4.227798,303.28,4.02,-4.02,0,11.805,0.208,0,V (Johnson),11.599,,0,5854.00,85.00,-85.00,0,1.05,0.03,-0.03,0,1.27,0.02,-0.02,0,2457396.595850,0.004140,-0.005290,0,K2,4.25,0.02,-0.02,0,,,,0
K2-215,b,K2-215 b,8.26964800,0.00046700,-0.00045600,0,,,,,,,,,88.984,0.728,-1.429,0,,,,,,0.189,0.023,-0.014,0,,,,,0,01h13m52.82s,18.470087,+06d07m26.0s,6.123902,408.67,6.44,-6.44,0,12.986,0.010,0,V (Johnson),12.830,,0,5704.00,50.00,-50.00,0,1.00,0.03,-0.03,0,0.97,0.09,-0.05,0,2457394.332250,0.002316,-0.002413,0,K2,4.41,0.10,-0.10,0,,,,
K2-216,b,K2-216 b,2.17480000,0.00005000,-0.00005000,0,0.028000,0.003000,-0.007000,0,0.000000,,,0,86.900,2.200,-4.000,0,0.02517,0.00503,-0.00503,0,Mass,0.156,0.015,-0.009,0,8.20000,2.80000,-2.20000,0,0,00h45m55.26s,11.480249,+06d20m49.1s,6.346971,115.94,0.70,-0.70,0,12.476,0.050,0,V (Johnson),12.058,,0,4503.00,69.00,-69.00,0,0.70,0.03,-0.03,0,0.72,0.03,-0.03,0,2457394.041700,0.000900,-0.000900,0,K2,4.57,0.09,-0.09,0,-0.721,0.022,-0.023,0
K2-217,b,K2-217 b,14.07452400,0.00099400,-0.00093800,0,,,,,,,,,88.043,1.412,-2.975,0,,,,,,0.319,0.062,-0.043,0,,,,,0,00h45m11.61s,11.298392,+06d28m53.6s,6.481562,386.01,7.61,-7.61,0,12.187,0.030,0,V (Johnson),12.028,,0,5967.00,50.00,-50.00,0,1.10,0.05,-0.04,0,1.33,0.20,-0.17,0,2457395.004470,0.002998,-0.002866,0,K2,4.17,0.10,-0.10,0,,,,
K2-218,b,K2-218 b,8.67988500,0.00041700,-0.00043000,0,,,,,,,,,88.453,1.079,-1.840,0,,,,,,0.229,0.025,-0.014,0,,,,,0,00h51m14.32s,12.809659,+06d50m47.3s,6.846460,398.41,9.92,-9.92,0,12.876,0.040,0,V (Johnson),12.714,,0,5757.00,50.00,-50.00,0,1.05,0.03,-0.03,0,1.01,0.08,-0.05,0,2457396.459140,0.001941,-0.001918,0,K2,4.45,0.10,-0.10,0,,,,
K2-219,b,K2-219 b,3.90128700,0.00066000,-0.00067700,0,,,,,,,,,86.795,2.295,-4.798,0,,,,,,0.120,0.018,-0.016,0,,,,,0,00h51m22.87s,12.845309,+08d52m03.5s,8.867640,328.42,4.83,-4.83,0,12.090,0.228,0,V (Johnson),11.911,,0,5753.00,50.00,-50.00,0,1.02,0.03,-0.03,0,1.19,0.16,-0.14,0,2457396.745300,0.005869,-0.006484,0,K2,4.23,0.10,-0.10,0,,,,
K2-219,c,K2-219 c,6.66767000,0.00128300,-0.00156900,0,,,,,,,,,87.269,1.983,-4.913,0,,,,,,0.128,0.019,-0.017,0,,,,,0,00h51m22.87s,12.845309,+08d52m03.5s,8.867640,328.42,4.83,-4.83,0,12.090,0.228,0,V (Johnson),11.911,,0,5753.00,50.00,-50.00,0,1.02,0.03,-0.03,0,1.19,0.16,-0.14,0,2457398.415740,0.008988,-0.007480,0,K2,4.23,0.10,-0.10,0,,,,
K2-219,d,K2-219 d,11.13727800,0.00080800,-0.00078600,0,,,,,,,,,88.287,1.201,-2.037,0,,,,,,0.230,0.032,-0.029,0,,,,,0,00h51m22.87s,12.845309,+08d52m03.5s,8.867640,328.42,4.83,-4.83,0,12.090,0.228,0,V (Johnson),11.911,,0,5753.00,50.00,-50.00,0,1.02,0.03,-0.03,0,1.19,0.16,-0.14,0,2457404.594250,0.002304,-0.002516,0,K2,4.23,0.10,-0.10,0,,,,
K2-22,b,K2-22 b,0.38107800,0.00000100,-0.00000100,0,0.008800,0.000800,-0.000800,0,,,,,,,,,1.40000,,,1,Mass,0.223,0.036,-0.036,1,,,,,0,11h17m55.88s,169.482819,+02d37m08.7s,2.619070,245.53,2.81,-2.81,0,15.597,0.050,0,V (Johnson),14.954,,0,3830.00,100.00,-100.00,0,0.60,0.07,-0.07,0,0.57,0.06,-0.06,0,2456811.120800,0.000600,-0.000600,0,K2,4.65,0.12,-0.12,0,,,,
K2-220,b,K2-220 b,13.68325600,0.00105000,-0.00110000,0,0.110400,0.001400,-0.001500,0,,,,0,,,,0,,,,0,,0.213,0.011,-0.011,0,,,,0,0,00h51m04.77s,12.769862,+09d31m00.5s,9.516806,234.92,2.73,-2.73,0,11.890,0.020,0,V (Johnson),11.721,,0,5660.00,92.00,-92.00,0,0.96,0.04,-0.04,0,1.02,0.02,-0.02,0,2457401.270480,0.003380,-0.003300,0,K2,4.40,0.03,-0.03,0,,,,0
K2-221,b,K2-221 b,2.39909400,0.00012500,-0.00011800,0,,,,,,,,,85.447,3.166,-5.793,0,,,,,,0.150,0.015,-0.009,0,,,,,0,01h06m37.20s,16.654982,+10d11m22.9s,10.189687,321.63,6.69,-6.69,0,12.703,0.170,0,V (Johnson),12.415,,0,5716.00,50.00,-50.00,0,1.01,0.02,-0.02,0,0.95,0.04,-0.03,0,2457395.355810,0.002326,-0.002162,0,K2,4.57,0.10,-0.10,0,,,,
K2-222,b,K2-222 b,15.38706300,0.00181500,-0.00187600,0,0.121100,0.001600,-0.001700,0,,,,0,,,,0,,,,0,,0.213,0.012,-0.012,0,,,,0,0,01h05m50.95s,16.462280,+11d45m12.3s,11.753423,101.59,0.64,-0.64,0,9.543,0.028,0,V (Johnson),9.361,,0,6058.00,89.00,-89.00,0,1.00,0.04,-0.04,0,1.09,0.02,-0.02,0,2457399.065120,0.004650,-0.004340,0,K2,4.37,0.03,-0.03,0,,,,0
K2-223,b,K2-223 b,0.50565000,0.00006000,-0.00005000,0,0.012700,0.000100,-0.000100,0,,,,0,,,,0,,,,0,,0.079,0.009,-0.007,0,,,,0,0,12h21m13.48s,185.306152,-10d16m55.3s,-10.282037,201.10,2.50,-2.50,0,11.431,0.020,0,V (Johnson),11.274,,0,5835.00,38.00,-40.00,0,1.06,0.02,-0.02,0,0.99,0.01,-0.01,0,2457583.564000,0.004200,-0.004900,0,K2,4.48,0.01,-0.01,0,,,,0
K2-223,c,K2-223 c,4.56327000,0.00051000,-0.00049000,0,0.054900,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.140,0.010,-0.006,0,,,,0,0,12h21m13.48s,185.306152,-10d16m55.3s,-10.282037,201.10,2.50,-2.50,0,11.431,0.020,0,V (Johnson),11.274,,0,5835.00,38.00,-40.00,0,1.06,0.02,-0.02,0,0.99,0.01,-0.01,0,2457582.975500,0.004400,-0.004500,0,K2,4.48,0.01,-0.01,0,,,,0
K2-224,b,K2-224 b,4.47904000,0.00116000,-0.00132000,0,0.051600,0.000400,-0.000400,0,,,,0,,,,0,,,,0,,0.139,0.014,-0.012,0,,,,0,0,12h38m48.98s,189.704086,-10d03m38.4s,-10.060654,277.70,2.90,-2.90,0,12.682,0.040,0,V (Johnson),12.522,,0,5620.00,42.00,-45.00,0,0.91,0.02,-0.02,0,0.84,0.01,-0.01,0,2457585.671900,0.013500,-0.011100,0,K2,4.55,0.01,-0.02,0,,,,0
K2-224,c,K2-224 c,10.09489000,0.00119000,-0.00114000,0,0.088600,0.000700,-0.000700,0,,,,0,,,,0,,,,0,,0.215,0.014,-0.011,0,,,,0,0,12h38m48.98s,189.704086,-10d03m38.4s,-10.060654,277.70,2.90,-2.90,0,12.682,0.040,0,V (Johnson),12.522,,0,5620.00,42.00,-45.00,0,0.91,0.02,-0.02,0,0.84,0.01,-0.01,0,2457588.415700,0.004100,-0.004100,0,K2,4.55,0.01,-0.02,0,,,,0
K2-225,b,K2-225 b,15.87209000,0.00387000,-0.00338000,0,0.134000,0.001000,-0.001000,0,,,,0,,,,0,,,,0,,0.311,0.023,-0.018,0,,,,0,0,12h26m09.91s,186.541290,-09d37m29.3s,-9.624804,360.30,5.90,-5.70,0,11.836,0.158,0,V (Johnson),11.520,,0,5742.00,49.00,-47.00,0,1.27,0.02,-0.04,0,1.70,0.04,-0.04,0,2457587.375400,0.009100,-0.008100,0,K2,4.08,0.02,-0.02,0,,,,0
K2-226,b,K2-226 b,3.27108000,0.00049000,-0.00050000,0,0.041300,0.000500,-0.000500,0,,,,0,,,,0,,,,0,,0.137,0.012,-0.008,0,,,,0,0,12h14m34.98s,183.645752,-09d33m45.5s,-9.562642,211.20,3.40,-3.10,0,12.308,0.010,0,V (Johnson),12.092,,0,5424.00,48.00,-46.00,0,0.88,0.03,-0.03,0,0.91,0.02,-0.02,0,2457584.024700,0.006200,-0.005900,0,K2,4.47,0.03,-0.03,0,,,,0
K2-227,b,K2-227 b,13.62183200,0.00318800,-0.00326800,0,,,,,,,,,88.374,1.222,-7.300,0,,,,,,0.149,0.109,-0.016,0,,,,,0,12h43m47.63s,190.948471,-08d28m41.7s,-8.478236,188.22,2.04,-2.04,0,12.015,0.241,0,V (Johnson),11.495,,0,5673.00,50.00,-50.00,0,0.95,0.03,-0.03,0,0.89,0.04,-0.03,0,2457592.238310,0.009716,-0.009410,0,K2,4.58,0.10,-0.10,0,,,,
K2-228,b,K2-228 b,2.69828000,0.00022000,-0.00022000,0,0.033800,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.108,0.009,-0.005,0,,,,0,0,12h29m10.75s,187.294785,-06d50m03.3s,-6.834258,142.40,3.20,-3.20,0,12.995,0.030,0,V (Johnson),12.653,,0,4715.00,48.00,-46.00,0,0.71,0.02,-0.02,0,0.65,0.01,-0.01,0,2457583.194300,0.003900,-0.004100,0,K2,4.66,0.01,-0.01,0,,,,0
K2-229,b,K2-229 b,0.58426000,0.00002000,-0.00002000,0,0.013100,0.000000,0.000000,0,,,,0,,,,0,,,,0,,0.102,0.005,-0.003,0,,,,0,0,12h27m29.58s,186.873260,-06d43m18.7s,-6.721861,103.80,1.00,-1.00,0,10.985,0.079,0,V (Johnson),10.786,,0,5315.00,35.00,-31.00,0,0.87,0.01,-0.01,0,0.79,0.01,-0.01,0,2457583.469100,0.001200,-0.001200,0,K2,4.59,0.00,-0.01,0,,,,0
K2-229,c,K2-229 c,8.32727000,0.00041000,-0.00043000,0,0.076900,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.181,0.011,-0.005,0,,,,0,0,12h27m29.58s,186.873260,-06d43m18.7s,-6.721861,103.80,1.00,-1.00,0,10.985,0.079,0,V (Johnson),10.786,,0,5315.00,35.00,-31.00,0,0.87,0.01,-0.01,0,0.79,0.01,-0.01,0,2457586.343100,0.001900,-0.001900,0,K2,4.59,0.00,-0.01,0,,,,0
K2-230,b,K2-230 b,2.86041000,0.00061000,-0.00061000,0,0.040900,0.000300,-0.000200,0,,,,0,,,,0,,,,0,,0.175,0.016,-0.014,0,,,,0,0,12h45m27.17s,191.363205,-06d34m34.0s,-6.576109,548.90,14.30,-13.50,0,12.707,0.020,0,V (Johnson),12.575,,0,5945.00,23.00,-25.00,0,1.11,0.02,-0.02,0,1.39,0.04,-0.04,0,2457582.591800,0.009300,-0.009100,0,K2,4.20,0.02,-0.02,0,,,,0
K2-231,b,K2-231 b,13.84190100,0.00135200,-0.00135200,0,,,,0,,,,0,88.600,0.900,-0.600,0,,,,0,,0.223,0.018,-0.018,0,,,,0,0,19h16m22.04s,289.091827,-15d46m16.0s,-15.771108,295.00,5.00,-5.00,0,12.708,0.040,0,V (Johnson),12.559,,0,5695.00,50.00,-50.00,0,1.01,0.03,-0.03,0,0.95,0.03,-0.03,0,2457320.001640,0.003540,-0.003400,0,K2,4.48,0.03,-0.03,0,,,,0
K2-232,b,K2-232 b,11.16845400,0.00002300,-0.00002300,0,0.103560,0.000810,-0.000770,0,0.258000,0.025000,-0.025000,0,89.140,0.130,-0.110,0,0.39800,0.03700,-0.03700,0,Mass,1.000,0.022,-0.020,0,,,,0,0,04h55m03.96s,73.766510,+18d39m16.3s,18.654535,131.21,0.76,-0.76,0,9.899,0.039,0,V (Johnson),9.726,,0,6154.00,60.00,-60.00,0,1.19,0.03,-0.03,0,1.16,0.02,-0.02,0,2457825.349782,0.000093,-0.000093,0,K2,4.38,0.02,-0.02,0,0.238,0.024,-0.029,0
K2-233,b,K2-233 b,2.46746000,0.00014000,-0.00014000,0,0.033170,0.000440,-0.000450,0,0.000000,,,0,88.790,0.820,-0.940,0,,,,0,,0.125,0.006,-0.005,0,,,,0,0,15h21m55.20s,230.479980,-20d13m54.1s,-20.231684,67.64,0.28,-0.28,0,10.726,0.019,0,V (Johnson),10.419,,0,4950.00,100.00,-100.00,0,0.80,0.03,-0.03,0,0.74,0.03,-0.03,0,2457991.691000,0.002600,-0.002500,0,K2,4.71,0.10,-0.10,0,-0.523,0.044,-0.049,0
K2-233,c,K2-233 c,7.06142000,0.00084000,-0.00084000,0,0.066870,0.000880,-0.000900,0,0.000000,,,0,88.950,0.610,-0.470,0,,,,0,,0.119,0.007,-0.007,0,,,,0,0,15h21m55.20s,230.479980,-20d13m54.1s,-20.231684,67.64,0.28,-0.28,0,10.726,0.019,0,V (Johnson),10.419,,0,4950.00,100.00,-100.00,0,0.80,0.03,-0.03,0,0.74,0.03,-0.03,0,2457996.352200,0.005600,-0.005700,0,K2,4.71,0.10,-0.10,0,-0.523,0.044,-0.049,0
K2-233,d,K2-233 d,24.36620000,0.00210000,-0.00210000,0,0.152700,0.002000,-0.002100,0,0.000000,,,0,89.350,0.120,-0.110,0,,,,0,,0.236,0.010,-0.010,0,,,,0,0,15h21m55.20s,230.479980,-20d13m54.1s,-20.231684,67.64,0.28,-0.28,0,10.726,0.019,0,V (Johnson),10.419,,0,4950.00,100.00,-100.00,0,0.80,0.03,-0.03,0,0.74,0.03,-0.03,0,2458005.580100,0.002500,-0.002400,0,K2,4.71,0.10,-0.10,0,-0.523,0.044,-0.049,0
K2-239,b,K2-239 b,5.24000000,0.00100000,-0.00100000,0,0.044100,0.000800,-0.000800,0,,,,0,88.990,0.680,-0.870,0,,,,0,,0.098,0.009,-0.009,0,,,,0,0,10h42m22.63s,160.594299,+04d26m28.9s,4.441349,49.00,3.00,-3.00,0,14.549,0.040,0,V (Johnson),13.437,,0,3420.00,18.00,-18.00,0,0.40,0.01,-0.01,0,0.36,0.01,-0.01,0,2457908.191000,,,0,K2,4.90,0.10,-0.10,0,-1.796,0.026,-0.028,0
K2-239,c,K2-239 c,7.77500000,0.00100000,-0.00100000,0,0.057600,0.000900,-0.000900,0,,,,0,88.770,0.700,-0.570,0,,,,0,,0.089,0.009,-0.009,0,,,,0,0,10h42m22.63s,160.594299,+04d26m28.9s,4.441349,49.00,3.00,-3.00,0,14.549,0.040,0,V (Johnson),13.437,,0,3420.00,18.00,-18.00,0,0.40,0.01,-0.01,0,0.36,0.01,-0.01,0,2457916.860000,,,0,K2,4.90,0.10,-0.10,0,-1.796,0.026,-0.028,0
K2-239,d,K2-239 d,10.11500000,0.00100000,-0.00100000,0,0.068500,0.001200,-0.001200,0,,,,0,89.430,0.380,-0.450,0,,,,0,,0.098,0.009,-0.009,0,,,,0,0,10h42m22.63s,160.594299,+04d26m28.9s,4.441349,49.00,3.00,-3.00,0,14.549,0.040,0,V (Johnson),13.437,,0,3420.00,18.00,-18.00,0,0.40,0.01,-0.01,0,0.36,0.01,-0.01,0,2457908.381000,,,0,K2,4.90,0.10,-0.10,0,-1.796,0.026,-0.028,0
K2-24,b,K2-24 b,20.88977000,0.00034000,-0.00035000,0,,,,0,0.060000,0.010000,-0.010000,0,,,,0,0.05978,0.00692,-0.00661,0,Mass,0.482,0.018,-0.018,0,0.64000,0.12000,-0.10000,0,1,16h10m17.69s,242.573715,-24d59m25.2s,-24.990332,171.39,1.35,-1.35,0,11.070,0.110,0,V (Johnson),10.907,,0,5625.00,60.00,-60.00,0,1.07,0.06,-0.06,0,1.16,0.04,-0.04,0,2456905.885500,0.005500,-0.005300,0,K2,4.29,0.05,-0.05,0,,,,0
K2-24,c,K2-24 c,42.33910000,0.00120000,-0.00120000,0,,,,0,0.070000,,,1,,,,0,0.04845,0.00598,-0.00566,0,Mass,0.669,0.027,-0.027,0,0.20000,0.04000,-0.03000,0,1,16h10m17.69s,242.573715,-24d59m25.2s,-24.990332,171.39,1.35,-1.35,0,11.070,0.110,0,V (Johnson),10.907,,0,5625.00,60.00,-60.00,0,1.07,0.06,-0.06,0,1.16,0.04,-0.04,0,2456915.448500,0.007800,-0.007900,0,K2,4.29,0.05,-0.05,0,,,,0
K2-240,b,K2-240 b,6.03400000,0.00100000,-0.00100000,0,0.051300,0.000900,-0.000900,0,,,,0,89.260,0.510,-0.640,0,,,,0,,0.178,0.018,-0.009,0,,,,0,0,15h11m23.91s,227.849609,-17d52m30.8s,-17.875217,70.00,3.00,-3.00,0,13.392,0.010,0,V (Johnson),12.621,,0,3810.00,17.00,-17.00,0,0.58,0.01,-0.01,0,0.54,0.01,-0.01,0,2457996.825000,,,0,K2,4.70,0.10,-0.10,0,-1.276,0.016,-0.017,0
K2-240,c,K2-240 c,20.52300000,0.00100000,-0.00100000,0,0.115900,0.002000,-0.002000,0,,,,0,89.660,0.220,-0.260,0,,,,0,,0.161,0.027,-0.009,0,,,,0,0,15h11m23.91s,227.849609,-17d52m30.8s,-17.875217,70.00,3.00,-3.00,0,13.392,0.010,0,V (Johnson),12.621,,0,3810.00,17.00,-17.00,0,0.58,0.01,-0.01,0,0.54,0.01,-0.01,0,2458005.722000,,,0,K2,4.70,0.10,-0.10,0,-1.276,0.016,-0.017,0
K2-241,b,K2-241 b,26.81990000,0.00245000,-0.00247000,0,0.156700,0.000700,-0.000800,0,,,,0,,,,0,,,,0,,0.227,0.016,-0.009,0,,,,0,0,12h04m57.45s,181.239365,-06d48m17.7s,-6.804924,149.60,1.10,-1.00,0,11.970,0.226,0,V (Johnson),11.756,,0,5262.00,43.00,-39.00,0,0.71,0.01,-0.01,0,0.75,0.01,-0.01,0,2457584.206300,0.003500,-0.003400,0,K2,4.54,0.01,-0.01,0,,,,0
